Cd Type Statut;Code Statut;Label Statut;Lb Adm Tr;Lb Type Statut;CD NOM (lists!rouges)
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;92642
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;112809
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;98784
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;86821
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;97423
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;79349
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;97591
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;613467
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;119406
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;6785
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;129252
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;120387
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;788815
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;96613
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;147415
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;81944
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;6208
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5014
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;94698
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;112915
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;117521
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;119666
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;6554
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;105330
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;611558
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;718272
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;5530
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;6096
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;128893
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;435862
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;718429
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;434643
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5350
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;135335
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;85174
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;92652
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;138841
LRR;EN;En danger;Hauts-de-France;Liste rouge régionale;3859
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;129195
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;109603
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;95609
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;96925
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;445376
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5954
LRR;RE;Disparue au niveau régional;Hauts-de-France;Liste rouge régionale;4820
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;5620
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;115113
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;130788
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;127326
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;435532
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;6496
LRR;NT;Quasi menacée;Hauts-de-France;Liste rouge régionale;786447
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;127827
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;125146
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;124319
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;610735
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;6137
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;79327
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;6722
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;103406
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;124635
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;154514
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;114037
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;122493
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;117692
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;105211
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;786443
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;446631
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;5364
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;115208
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5325
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;612412
LRR;RE;Disparue au niveau régional;Hauts-de-France;Liste rouge régionale;434112
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;105145
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;124439
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;4830
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;6163
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;128518
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;6046
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;718237
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;114618
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;160965
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;90411
LRR;NT;Quasi menacée;Hauts-de-France;Liste rouge régionale;786430
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;4816
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;6678
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;613577
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;133654
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;127896
LRR;NT;Quasi menacée;Hauts-de-France;Liste rouge régionale;6522
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;6623
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;717534
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;717107
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;786507
LRR;NT;Quasi menacée;Hauts-de-France;Liste rouge régionale;6462
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5765
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;4779
LRR;NT;Quasi menacée;Hauts-de-France;Liste rouge régionale;5205
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;717150
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;434582
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;97477
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5273
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5302
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;434468
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;115371
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;6244
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;92106
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;631143
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;82130
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;93550
LRR;CR*;On ne sait pas si l'espèce n'est pas éteinte ou disparue;Hauts-de-France;Liste rouge régionale;4883
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;770937
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;810961
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;788767
LRR;NT;Quasi menacée;Hauts-de-France;Liste rouge régionale;5090
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;110498
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;610709
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;123899
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;143625
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;95186
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;4899
LRR;NT;Quasi menacée;Hauts-de-France;Liste rouge régionale;434079
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;121933
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;103557
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;97513
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;4709
LRR;NT;Quasi menacée;Hauts-de-France;Liste rouge régionale;4752
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;5464
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;94045
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;112259
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;81971
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;100551
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;95829
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;150293
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;94372
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;611751
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;116158
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;100710
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;85763
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5322
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;6206
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;612506
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;136646
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5873
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;4826
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;94567
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;91568
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;100253
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;97140
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5763
LRR;CR*;On ne sait pas si l'espèce n'est pas éteinte ou disparue;Hauts-de-France;Liste rouge régionale;5926
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;109144
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;86513
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;81433
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;639087
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;3901
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;81955
LRR;CR*;On ne sait pas si l'espèce n'est pas éteinte ou disparue;Hauts-de-France;Liste rouge régionale;786505
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;117876
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;6271
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;6518
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;101544
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;120498
LRR;NT;Quasi menacée;Hauts-de-France;Liste rouge régionale;4731
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;5520
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;6136
LRR;RE;Disparue au niveau régional;Hauts-de-France;Liste rouge régionale;4846
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;127500
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;131973
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;133401
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;159897
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;786448
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;786499
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;434673
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;116211
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;434039
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;115171
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;109614
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;112482
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;611643
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;122065
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;123555
LRR;NT;Quasi menacée;Hauts-de-France;Liste rouge régionale;6683
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;6747
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;140589
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;160310
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;161380
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;106761
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;128699
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;131294
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;105271
LRR;RE;Disparue au niveau régional;Hauts-de-France;Liste rouge régionale;718798
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;106869
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;115027
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;613587
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;718430
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;434578
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;434604
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;112233
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;717790
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;118872
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;610617
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;446089
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;104413
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;82607
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;4784
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;434601
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;84021
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;138455
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;95142
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;85208
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;130015
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;106439
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;4958
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;111124
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;94293
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;611644
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;706118
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;93763
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;94489
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;6657
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5816
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;139851
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;6611
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;120481
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;115739
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;92948
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;83509
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;95445
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;92449
LRR;RE;Disparue au niveau régional;Hauts-de-France;Liste rouge régionale;5680
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;6187
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;152229
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;116754
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;445494
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;6495
LRR;RE;Disparue au niveau régional;Hauts-de-France;Liste rouge régionale;6519
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;610746
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;434070
LRR;NT;Quasi menacée;Hauts-de-France;Liste rouge régionale;6820
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;82023
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;93783
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;6257
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;105548
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;108869
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;5028
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;116289
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;83965
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;4417
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;97041
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;106220
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;611165
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;113444
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;93125
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;97088
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;434393
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;621236
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;149170
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;130441
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;4419
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;4770
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;434405
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;91116
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;82598
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;160478
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;106919
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;86869
LRR;NT;Quasi menacée;Hauts-de-France;Liste rouge régionale;434450
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;106507
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;117428
LRR;LC;Préoccupation mineure;Picardie;Liste rouge régionale;239133
LRR;NA;Non applicable;Picardie;Liste rouge régionale;106280
LRR;LC;Préoccupation mineure;Picardie;Liste rouge régionale;109084
LRR;LC;Préoccupation mineure;Picardie;Liste rouge régionale;129305
LRR;VU;Vulnérable;Picardie;Liste rouge régionale;120189
LRR;NA;Non applicable;Picardie;Liste rouge régionale;111644
LRR;NA;Non applicable;Picardie;Liste rouge régionale;121686
LRR;RE;Disparue au niveau régional;Picardie;Liste rouge régionale;113547
LRR;LC;Préoccupation mineure;Picardie;Liste rouge régionale;105162
LRR;EN;En danger;Picardie;Liste rouge régionale;88207
LRR;NA;Non applicable;Picardie;Liste rouge régionale;91880
LRR;LC;Préoccupation mineure;Picardie;Liste rouge régionale;107318
LRR;NA;Non applicable;Picardie;Liste rouge régionale;80086
LRR;NA;Non applicable;Picardie;Liste rouge régionale;102999
LRR;LC;Préoccupation mineure;Picardie;Liste rouge régionale;84061
LRR;LC;Préoccupation mineure;Picardie;Liste rouge régionale;53307
LRR;NT;Quasi menacée;Picardie;Liste rouge régionale;103648
LRR;NA;Non applicable;Picardie;Liste rouge régionale;86564
LRR;LC;Préoccupation mineure;Picardie;Liste rouge régionale;87862
LRR;LC;Préoccupation mineure;Picardie;Liste rouge régionale;88318
LRR;LC;Préoccupation mineure;Picardie;Liste rouge régionale;105671
LRR;LC;Préoccupation mineure;Picardie;Liste rouge régionale;88720
LRR;EN;En danger;Picardie;Liste rouge régionale;92270
LRR;NT;Quasi menacée;Picardie;Liste rouge régionale;81263
LRR;RE;Disparue au niveau régional;Picardie;Liste rouge régionale;99414
LRR;NA;Non applicable;Picardie;Liste rouge régionale;79914
LRR;NA;Non applicable;Picardie;Liste rouge régionale;92609
LRR;EN;En danger;Picardie;Liste rouge régionale;99922
LRR;LC;Préoccupation mineure;Picardie;Liste rouge régionale;54279
